id,ism,familiya,otasining_ismi,tugilgan_sana,jins,email,telefon,shahar,manzil,passport_seriya,jshshir,millat,oilaviy_holat,ish_joyi,lavozim,ta'lim_darajasi,daromad,foydalanuvchi_turi,ro'yxatdan_o'tgan_sana
102,Behruz,Saidov,Oybek,1999-10-07,Erkak,danila_08@yandex.ru,87422749188,Andijon,"бул. Химиков, д. 2/2",AD1809675,22913985852780,Qozoq,Ajrashgan,O‘zbekiston Temir Yo‘llari,Hisobchi,O‘rta maxsus,11528616.0,premium,2022-09-09
103,,Saidova,Aziza,2004-10-27,Ayol,fevronija74@ao.ru,8 (208) 670-22-56,Toshkent,"пр. Приозерный, д. 1/1",AF6392960,55520822299523,Qirg'iz,Turmush qurgan,EPAM,Menejer,Magistr,20518977.0,premium,2024-09-18
104,Ziyoda,Xudoyberdiyeva,Ziyoda,2001-10-27,Ayol,kmorozov@rambler.ru,+7 (977) 093-4756,Farg‘ona,"бул. Азовский, д. 10 к. 1",AA4924527,18873048846892,Turkman,Uylanmagan,UZTELECOM,Marketolog,Magistr,,oddiy,2025-01-31
105,Islom,Nazarov,Malika,2006-10-02,Erkak,savinaanzhelika@gmail.com,8 971 358 91 15,Xiva,"наб. Жукова, д. 4/2 стр. 761",AC3289571,80872429683110,Qozoq,Uylanmagan,Yandex,Hisobchi,Oliy,2892969.0,admin,2025-07-08
106,Rayhona,Saidova,Rayhona,1996-09-07,Ayol,ljubim_2003@rao.edu,8 (269) 099-79-19,,"ул. Пирогова, д. 7/5",AD8913115,91063856276918,Rus,Ajrashgan,O‘zbekiston Temir Yo‘llari,Marketolog,Bakalavr,25092992.0,admin,2024-03-13
107,Islom,Nazarov,Ziyoda,1981-02-12,Erkak,sisoevanike@yahoo.com,8 563 756 6941,Toshkent,"ул. Хуторская, д. 8/8 к. 7",AF9984866,62023492163208,Rus,Turmush qurgan,IT Park,Dasturchi,Oliy,25411940.0,admin,2024-05-23
108,Madina,Mamadaliyeva,Zafar,1965-12-05,Ayol,prov2006@gmail.com,8 097 214 77 36,Farg‘ona,"наб. 60 лет СССР, д. 8/3",AD3694683,41407118135386,Qirg'iz,,NBU,Dasturchi,Bakalavr,4243472.0,admin,2023-08-04
109,Baxtiyor,Aliyev,Malika,1962-04-11,Erkak,averkimaksimov@ao.info,8 (624) 758-7123,Andijon,"ул. Космическая, д. 466 стр. 87",AE2807612,,Qozoq,Uylanmagan,NBU,Marketolog,Oliy,8507122.0,premium,2024-04-19
110,Zulfiya,Ergasheva,Rayhona,2002-08-26,Ayol,rodionsergeev@ooo.ru,8 (436) 835-46-10,Namangan,"наб. Партизанская, д. 3 к. 38",AE8392625,94161518731369,Rus,Ajrashgan,Artel,Hisobchi,Oliy,28400713.0,admin,2025-03-04
111,Dilmurod,Turaev,Malika,1997-09-24,Erkak,spartakaksenov@zikov.ru,+7 (368) 887-58-18,Jizzax,"наб. Нахимова, д. 2/5 к. 21",AB4075023,82690465713293,Qozoq,Ajrashgan,Beeline,Menejer,Bakalavr,7816907.0,premium,2024-01-26
112,Dilnoza,Mamadaliyeva,Shahnoza,1975-05-04,Ayol,kopilovarhip@rao.biz,8 889 907 9989,Toshkent,"алл. Сиреневая, д. 80 стр. 1/6",AC9798703,37052691894279,Qirg'iz,Ajrashgan,NBU,Dasturchi,,24579818.0,admin,2020-08-06
113,Zafar,Aliyev,Oybek,,Erkak,veronika2017@gmail.com,+7 595 064 84 89,Farg‘ona,"пр. Тульский, д. 3/9",AC9809438,23051934613642,O'zbek,Uylanmagan,Artel,,Bakalavr,15119398.0,oddiy,
114,Madina,Raximova,,1955-05-29,Ayol,potapovplaton@npo.net,+7 893 662 9836,Termiz,"наб. Саратовская, д. 842",AC8079277,69363001441580,Tojik,Uylanmagan,Agrobank,Hisobchi,Oliy,10687840.0,premium,2021-11-26
115,Rayhona,Saidova,Jasur,1964-09-21,Ayol,provmiheev@ao.com,8 (225) 665-5249,Jizzax,"ул. Ушакова, д. 39 к. 96",AD8610159,67639991689245,Turkman,,IT Park,Direktor,Bakalavr,11645813.0,premium,
116,Ziyoda,Aliyeva,Aziz,1997-10-08,,naum27@gmail.com,+7 (283) 497-88-75,Namangan,"пр. Детский, д. 2/9 к. 5",AD9796352,,Tojik,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Marketolog,Magistr,4189771.0,premium,2025-10-07
117,Baxtiyor,Turaev,Islom,1986-07-02,Erkak,dobromisl_33@rambler.ru,8 292 613 61 86,Navoiy,"пр. Войкова, д. 2/3",AE9785211,46133650814838,O'zbek,Uylanmagan,UZTELECOM,Muhandis,O‘rta maxsus,26317239.0,premium,2025-04-09
118,Zulfiya,Xudoyberdiyeva,Dilmurod,1991-05-13,,korolevanonna@ip.edu,8 (797) 782-04-45,Termiz,"наб. Кутузова, д. 2/8 к. 7",AF5959912,68216134512026,Qirg'iz,Uylanmagan,Yandex,Operator,Magistr,26162320.0,admin,2022-05-09
119,,Mamadaliyeva,Jahongir,1966-11-06,Ayol,trifon_50@zao.info,8 (239) 025-46-45,Namangan,"наб. Водников, д. 4/4 стр. 122",AE1074369,44699762365453,Tojik,Ajrashgan,IT Park,Muhandis,Magistr,10986047.0,premium,2022-09-12
120,Rayhona,,Rayhona,1962-07-07,Ayol,volkovaklavdija@yandex.ru,+7 673 068 21 08,Buxoro,"алл. Проезжая, д. 65 к. 70",AA5783583,96758089829646,Turkman,Ajrashgan,UZTELECOM,O‘qituvchi,Oliy,6021041.0,,2020-02-01
121,Gulbahor,,,1981-08-18,Ayol,nestor_22@yandex.ru,8 083 171 17 65,,"наб. Гафури, д. 8 к. 996",AF8047397,20064988693846,Turkman,Turmush qurgan,NBU,Marketolog,O‘rta maxsus,19210772.0,oddiy,2020-05-10
122,Aziz,Aliyev,Aziza,1994-12-16,Erkak,gusevisidor@rao.com,,Farg‘ona,"бул. Ватутина, д. 751",AC8707338,50274523547269,Qozoq,Ajrashgan,Artel,Marketolog,Bakalavr,28066600.0,oddiy,2021-10-06
123,,Nazarova,Rayhona,2002-11-05,Ayol,pestovkarl@ao.net,8 (710) 272-51-62,,"пер. Механизаторов, д. 4",AC2087866,45702124682207,Rus,Turmush qurgan,Agrobank,Menejer,Oliy,11599516.0,premium,2025-01-08
124,Sherzod,Xudoyberdiyev,Nilufar,1974-08-24,Erkak,haritonovafanasi@yahoo.com,+70183271810,Termiz,"алл. Таманская, д. 4 стр. 86",AA8078634,67424366748634,Qirg'iz,Ajrashgan,O‘zbekiston Temir Yo‘llari,Dasturchi,Oliy,11050961.0,admin,2021-07-26
125,Islom,Xudoyberdiyev,Baxtiyor,1960-10-20,,gmamontov@oao.biz,+7 727 214 7191,Navoiy,"алл. Дальняя, д. 45",AE3884598,40899815013193,,Turmush qurgan,EPAM,Hisobchi,O‘rta maxsus,23459507.0,admin,2024-03-04
126,Aziz,Yusupov,Shahnoza,1960-02-14,Erkak,varvara_55@korolev.biz,8 (688) 491-4808,Termiz,"пер. Кирпичный, д. 95",AC4089662,28897724505032,Qirg'iz,Ajrashgan,EPAM,Muhandis,Magistr,23325249.0,admin,2023-03-12
127,Behruz,Xudoyberdiyev,Aziz,2000-04-09,Erkak,medvedevizmail@rao.ru,8 (561) 618-5027,Farg‘ona,,AD8194775,49168574200121,Qirg'iz,Uylanmagan,Agrobank,Operator,O‘rta maxsus,2274691.0,admin,2021-04-09
128,Oybek,Raximov,Jahongir,1992-10-30,Erkak,andre_2005@rambler.ru,86508360840,,"ш. 8-е Марта, д. 4/9",AD2486587,,Turkman,Ajrashgan,Artel,Menejer,O‘rta maxsus,17133485.0,oddiy,2021-07-23
129,Aziz,Aliyev,Dilmurod,1972-02-03,Erkak,oksana_90@hotmail.com,+73888141697,Xiva,"алл. Тенистая, д. 104 к. 779",,30576789121581,Turkman,Ajrashgan,Artel,Marketolog,O‘rta maxsus,10477326.0,,2021-03-09
130,,Xudoyberdiyev,Nilufar,2003-07-23,Erkak,markshilov@mail.ru,8 (895) 911-68-67,Namangan,"ш. Фестивальное, д. 1/6 к. 3",AF8150684,71108194785338,O'zbek,Turmush qurgan,Artel,Muhandis,Bakalavr,2037453.0,admin,2022-11-22
131,Sherzod,Karimov,Jahongir,1987-02-18,Erkak,moke_2019@merkushev.net,8 230 598 52 23,Termiz,"ш. Ушакова, д. 54 стр. 71",AB2478988,81114030218744,Qirg'iz,Uylanmagan,NBU,Operator,O‘rta maxsus,15828985.0,premium,2024-02-08
132,Behruz,Aliyev,Shahnoza,1957-02-19,Erkak,jakushevanonna@rambler.ru,,Xiva,"пр. Подлесный, д. 73 к. 27",AD2035194,13603329529011,Rus,Ajrashgan,,Hisobchi,O‘rta maxsus,8929273.0,admin,2025-05-15
133,Zulfiya,Aliyeva,Jahongir,1956-11-24,Ayol,sharapoverast@rao.edu,,Farg‘ona,"пер. Ивановский, д. 76",AF4051821,53864486533561,Qozoq,Turmush qurgan,Ucell,Hisobchi,Oliy,29532734.0,admin,2024-11-01
134,Baxtiyor,Saidov,Madina,1999-08-19,,sgorshkov@hotmail.com,+7 (295) 895-03-60,Termiz,"пр. 60 лет СССР, д. 3",AC6707006,85538215626464,Qozoq,Uylanmagan,Artel,,Bakalavr,13441354.0,,2022-04-03
135,Aziza,Yusupova,Shahnoza,2004-01-28,Ayol,osip_2024@rambler.ru,83140164875,Namangan,"алл. Ростовская, д. 68 к. 4/9",AC2474162,97933805113438,Turkman,Uylanmagan,Agrobank,O‘qituvchi,Magistr,27760725.0,premium,2021-04-01
136,Baxtiyor,Xudoyberdiyev,Shahnoza,1961-10-30,Erkak,ljubomir2023@zao.info,8 906 411 6689,Toshkent,"ул. Проточная, д. 273 к. 65",AA7910357,81031634932871,Tojik,Ajrashgan,Artel,Direktor,Magistr,26259231.0,oddiy,2023-04-05
137,Aziza,Mamadaliyeva,Jasur,1958-08-29,Ayol,radovanbogdanov@rao.ru,80900608145,Termiz,"пр. Машиностроителей, д. 801",AC7668508,32522426565631,O'zbek,Uylanmagan,Agrobank,,Oliy,13832364.0,oddiy,2022-07-18
138,Jasur,,Islom,1967-06-19,Erkak,cpavlova@gmail.com,+7 (323) 691-51-87,Toshkent,"пр. Менделеева, д. 933 к. 466",AB5189055,21999988152749,Qirg'iz,Uylanmagan,Yandex,Hisobchi,Oliy,6274664.0,premium,2023-06-17
139,Dilmurod,Yusupov,Zafar,1960-08-09,Erkak,pnikolaev@ip.com,+7 106 950 85 84,Toshkent,"ул. Культуры, д. 25",AF5954181,96857045333542,O'zbek,Turmush qurgan,EPAM,Menejer,Bakalavr,23369195.0,oddiy,2021-02-20
140,Malika,Ergasheva,Madina,2001-08-10,Ayol,shashkovklavdi@zao.net,+7 319 673 7950,Farg‘ona,"ул. Каштановая, д. 2/3 к. 14",AA4527961,69122249581843,Qirg'iz,Ajrashgan,EPAM,Menejer,O‘rta maxsus,15914015.0,premium,2022-04-16
141,Baxtiyor,Turaev,Aziz,1999-10-22,Erkak,agafon_75@nikolaeva.net,8 208 166 11 19,,"ш. Мира, д. 894 стр. 9",AF4839350,60658376853366,Tojik,Uylanmagan,Beeline,Operator,Oliy,5761728.0,premium,2025-06-13
142,Behruz,Nazarov,Gulbahor,1975-04-20,Erkak,nekrasovkondrati@yahoo.com,+7 (675) 685-4175,Samarqand,"ш. Октября, д. 702",AB3326000,72205509067832,Rus,Uylanmagan,O‘zbekiston Temir Yo‘llari,Menejer,O‘rta maxsus,12004919.0,admin,2022-12-25
143,Oybek,Aliyev,,1973-10-07,Erkak,loginovgerman@mail.ru,86686668498,Farg‘ona,,AE2416854,59841076950847,O'zbek,Turmush qurgan,UZTELECOM,Menejer,Oliy,17962433.0,premium,2022-06-30
144,Gulbahor,Xudoyberdiyeva,Jasur,1993-09-12,Ayol,budimir84@hotmail.com,8 (758) 681-33-46,Andijon,"ул. Фрунзе, д. 94 стр. 399",AC2160335,34819873111098,Tojik,Turmush qurgan,EPAM,Operator,O‘rta maxsus,29493514.0,premium,2021-05-16
145,Aziza,Nazarova,Rayhona,1991-06-11,Ayol,ytimofeev@hotmail.com,8 934 043 75 27,Andijon,"ул. Урицкого, д. 7 к. 4/7",AC8565164,34759793632469,Qirg'iz,Ajrashgan,EPAM,Muhandis,Oliy,18718574.0,premium,2021-02-13
146,Sherzod,Ergashev,Zulfiya,1992-05-28,,amvrosi_04@yahoo.com,8 (889) 764-7102,Termiz,"бул. Ломоносова, д. 33 к. 3",AF5329748,93056510225938,Qirg'iz,Ajrashgan,IT Park,Dasturchi,O‘rta maxsus,17281495.0,oddiy,2021-11-22
147,Baxtiyor,Karimov,Dilnoza,1965-04-19,Erkak,mishinseliverst@ooo.ru,82190029509,Navoiy,"ш. Тепличное, д. 837 к. 740",AF1708601,49025289822052,Tojik,Ajrashgan,Ucell,Dasturchi,Oliy,8227960.0,oddiy,2023-04-14
148,Malika,Nazarova,Aziz,1975-02-23,Ayol,egorzatsev@zao.org,8 (454) 716-1897,Termiz,"алл. Садовая, д. 41",AB1061490,80714486556316,Qozoq,Ajrashgan,EPAM,O‘qituvchi,O‘rta maxsus,11316601.0,admin,2025-04-15
149,Nilufar,Yusupova,Madina,1983-04-10,,baranovmilen@zao.edu,+7 (808) 134-9806,Navoiy,"бул. Геологов, д. 7 стр. 100",AD2352712,92261002975086,Turkman,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Operator,O‘rta maxsus,29011654.0,admin,
150,Aziza,Turaeva,Ziyoda,1969-05-31,Ayol,dementevanadezhda@gmail.com,+7 959 827 35 56,Buxoro,"бул. Буденного, д. 258 стр. 1",AE3040051,53999499935862,Turkman,Turmush qurgan,Yandex,Operator,Bakalavr,29406386.0,admin,2020-05-03
151,Oybek,Aliyev,Ziyoda,1989-05-25,Erkak,cheslavkolesnikov@mail.ru,+7 309 518 73 20,Termiz,"алл. Толбухина, д. 7/8",AB3265336,66331339168807,Turkman,Turmush qurgan,EPAM,Direktor,O‘rta maxsus,6232775.0,oddiy,2020-06-12
152,,Ergashev,Aziza,,Erkak,miroslav84@rao.ru,83346060081,Andijon,"наб. Калужская, д. 8 стр. 2",AF2244406,21671989592295,O'zbek,Turmush qurgan,UZTELECOM,Dasturchi,O‘rta maxsus,29060925.0,oddiy,2024-10-17
153,Behruz,Aliyev,Sherzod,,Erkak,xosipov@tinkoff.biz,82407749460,Termiz,"бул. Литейный, д. 5 к. 3",AE3195967,53762171769945,Turkman,Turmush qurgan,Yandex,Muhandis,Magistr,20227307.0,oddiy,2020-02-02
154,Jahongir,Raximov,Shahnoza,1991-10-24,Erkak,radovan25@tretjakov.biz,8 942 511 22 43,Farg‘ona,"бул. Магистральный, д. 6/2 к. 92",AA9995408,64362634302457,Qozoq,Turmush qurgan,IT Park,Hisobchi,Magistr,22245942.0,oddiy,2023-04-01
155,Dilmurod,Yusupov,Jasur,1969-10-11,Erkak,grishinfortunat@rambler.ru,8 (591) 370-1134,Navoiy,"ш. Кузнецкое, д. 246 стр. 6/4",AC9345069,45525139701681,Rus,Ajrashgan,Ucell,Menejer,Magistr,13813213.0,admin,2022-12-28
156,Sherzod,Ergashev,Ziyoda,1961-08-08,Erkak,seliverst_66@drozdov.com,8 (980) 131-6758,Jizzax,"бул. Гастелло, д. 388 стр. 5/5",AF7008094,58152102864289,Qozoq,Uylanmagan,EPAM,,Oliy,4322034.0,admin,
157,Madina,Karimova,Dilmurod,1977-06-08,Ayol,elise_1976@ptk.edu,+7 573 547 3464,Navoiy,"наб. Заозерная, д. 2/3 стр. 5",AB5307496,15209181205831,,Turmush qurgan,Yandex,O‘qituvchi,Magistr,24745525.0,oddiy,2023-08-09
158,Ziyoda,Xudoyberdiyeva,Rayhona,1977-03-13,Ayol,gorbunovkuzma@gmail.com,8 703 613 9248,Navoiy,"алл. Марта 8, д. 4 к. 4/7",AA7549430,74814204027456,Qirg'iz,Turmush qurgan,Ucell,Dasturchi,Magistr,27122528.0,oddiy,2022-09-23
159,Zulfiya,Yusupova,Dilnoza,1998-08-26,Ayol,afinogenfrolov@novotrans.info,8 (261) 649-47-08,Termiz,"бул. Волжский, д. 231 стр. 396",AA9930284,85070589260399,Tojik,Uylanmagan,Beeline,Dasturchi,Bakalavr,,oddiy,2024-10-03
160,Behruz,Aliyev,Zulfiya,1996-01-28,Erkak,sobolevnikifor@npo.net,,Namangan,"алл. Маркса Карла, д. 32",AF9299137,58988270803647,O'zbek,Ajrashgan,Agrobank,O‘qituvchi,Bakalavr,,premium,2020-10-06
161,Shahnoza,Karimova,Zulfiya,1978-10-28,Ayol,ernst_33@borisov.biz,+7 (114) 458-58-48,,"пр. Войкова, д. 71 к. 973",AB8195073,,O'zbek,Uylanmagan,EPAM,Operator,O‘rta maxsus,18666045.0,premium,2025-05-14
162,Madina,Saidova,Islom,2001-01-31,Ayol,pevdokimova@npo.org,8 864 931 42 78,Buxoro,"пер. Дарвина, д. 698 стр. 40",AD6729798,33038228061260,Qirg'iz,Uylanmagan,O‘zbekiston Temir Yo‘llari,,Magistr,7778644.0,oddiy,2025-04-02
163,Aziz,Turaev,Jahongir,2000-07-01,Erkak,isaevamargarita@rambler.ru,+7 (915) 011-92-11,Samarqand,"наб. Набережная, д. 2/5 к. 1",AE8496493,62965428745394,Qirg'iz,Uylanmagan,Agrobank,Marketolog,Magistr,,,2022-12-25
164,Oybek,Nazarov,Aziz,1967-09-22,Erkak,zosima_1980@drozdov.edu,8 (617) 452-57-05,,"ул. Харьковская, д. 793 стр. 87",AA9744481,29474574973706,Tojik,Ajrashgan,NBU,Menejer,,24601949.0,admin,2024-10-12
165,Rayhona,Nazarova,,1979-08-31,Ayol,wavdeeva@rao.org,+7 (151) 764-6306,Andijon,"ул. Луговая, д. 49",AE3584042,96038723304607,Rus,Ajrashgan,UZTELECOM,Muhandis,O‘rta maxsus,17470247.0,premium,2020-04-09
166,Jahongir,Karimov,Ziyoda,1991-05-22,Erkak,nkudrjavtseva@mail.ru,85827709528,Jizzax,"ш. 50 лет Победы, д. 69 стр. 38",AB8036159,14932030182513,Qirg'iz,Ajrashgan,Artel,Menejer,Oliy,27094353.0,admin,2022-06-24
167,Malika,Yusupova,Aziz,,Ayol,vorontsovmoke@ip.net,+7 (982) 162-0405,Toshkent,"наб. Жданова, д. 813",AC6976249,,,Ajrashgan,Artel,O‘qituvchi,Bakalavr,23477386.0,admin,2024-10-10
168,Islom,Saidov,Gulbahor,1969-03-27,Erkak,zinaida_78@mail.ru,8 202 286 16 74,Toshkent,"пер. Николаева, д. 620 стр. 69",AA7236834,52355945190102,O'zbek,Turmush qurgan,Ucell,Marketolog,Bakalavr,15035124.0,premium,2022-08-22
169,Jasur,Turaev,Oybek,1958-05-05,Erkak,fvolkov@hotmail.com,+7 (568) 248-31-70,Navoiy,"ул. Надежды, д. 31 стр. 93",AB1746841,90675279996892,O'zbek,Turmush qurgan,NBU,,O‘rta maxsus,26086053.0,premium,2022-03-16
170,Malika,Yusupova,,1992-07-21,Ayol,braginjakub@yandex.ru,8 (881) 912-9246,Samarqand,"ш. Ульяновское, д. 66 к. 3/6",AD9394113,25234294700089,Rus,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Muhandis,Oliy,25254381.0,oddiy,2024-05-20
171,Dilnoza,Aliyeva,Madina,1975-10-12,Ayol,muhinleonti@gmail.com,+7 927 338 47 93,Namangan,"наб. О.Кошевого, д. 1 к. 97",AF9882485,93069345134176,Qirg'iz,,UZTELECOM,Direktor,Bakalavr,15778520.0,admin,2023-09-05
172,Malika,Raximova,Zulfiya,1982-03-09,Ayol,rjabovivan@ooo.org,+7 (446) 435-6260,Farg‘ona,"бул. Вахитова, д. 25",AD5334883,79105600358535,Qirg'iz,Ajrashgan,NBU,Operator,O‘rta maxsus,8916456.0,oddiy,2021-04-15
173,Dilmurod,Raximov,Shahnoza,2000-02-25,Erkak,sidor_14@ooo.biz,+7 930 464 74 16,Termiz,"пр. Розы Люксембург, д. 4/3 к. 73",AA1567329,95474073907929,O'zbek,Ajrashgan,Ucell,Marketolog,Bakalavr,16292608.0,admin,
174,Malika,,Madina,1958-02-06,Ayol,fedosi_46@gorshkov.ru,8 090 426 51 99,Jizzax,"пер. Клары Цеткин, д. 9/3",AA7238781,83530163732911,Qirg'iz,Uylanmagan,EPAM,O‘qituvchi,O‘rta maxsus,11589522.0,oddiy,2023-05-10
175,Gulbahor,Nazarova,Malika,1956-06-03,Ayol,dobroslav2022@yandex.ru,8 (209) 644-58-34,Navoiy,"ш. Крупской, д. 8 стр. 78",AA5118350,16211840345516,Rus,Turmush qurgan,UZTELECOM,Marketolog,O‘rta maxsus,,oddiy,2022-05-14
176,Nilufar,Yusupova,Behruz,1976-05-02,Ayol,ziminserafim@ao.ru,8 425 341 76 89,,"ш. Лазурное, д. 382 стр. 19",AF7471027,33477761475996,Qozoq,Uylanmagan,Yandex,Marketolog,Oliy,26712206.0,admin,2024-12-15
177,Jasur,Mamadaliyev,Aziza,1956-09-28,Erkak,shashkovavalentina@npo.edu,8 842 415 8705,Samarqand,"бул. Шевченко, д. 7",,81009729757542,Qozoq,Uylanmagan,NBU,Direktor,Bakalavr,25304092.0,admin,2023-05-08
178,Behruz,Saidov,Behruz,1975-02-06,Erkak,jakushevveniamin@yandex.ru,+7 907 578 8594,Navoiy,"бул. Ангарский, д. 40",AF9741469,66800649268145,Qozoq,Ajrashgan,UZTELECOM,Hisobchi,Oliy,14591870.0,admin,2020-11-19
179,Zafar,,Baxtiyor,1970-01-29,Erkak,,+7 (919) 985-2326,Namangan,"ш. Тимирязева, д. 6 стр. 93",AC1701045,79216188226784,O'zbek,Uylanmagan,NBU,Menejer,Magistr,7996834.0,oddiy,2022-03-06
180,Dilnoza,Xudoyberdiyeva,Aziza,1996-12-01,Ayol,doroninnestor@yandex.ru,+7 828 647 69 17,Farg‘ona,"ш. Кедровое, д. 22 к. 62",AB9534361,33011958852477,Turkman,Ajrashgan,Ucell,Marketolog,Oliy,24339676.0,oddiy,2025-08-30
181,Aziz,,Oybek,1983-08-22,Erkak,odintsovagap@hotmail.com,+7 216 371 1220,Xiva,,AF7984836,29267965245567,Qozoq,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Operator,Magistr,16894199.0,oddiy,2022-07-28
182,Islom,Aliyev,Nilufar,1959-12-25,Erkak,fedotkomarov@hotmail.com,+7 (548) 213-3186,Buxoro,"наб. Белорусская, д. 2 к. 32",AD6940871,37694045182962,Turkman,Uylanmagan,Ucell,Direktor,Oliy,2327430.0,premium,2023-09-04
183,Zafar,Nazarov,Islom,2005-04-10,Erkak,olga2014@gmail.com,+7 (338) 238-4789,Farg‘ona,"ш. Ягодное, д. 25 к. 3/5",AF6110493,,Qozoq,Ajrashgan,Ucell,Hisobchi,Bakalavr,15014765.0,oddiy,2020-10-07
184,Aziz,Nazarov,Gulbahor,1972-09-06,Erkak,demid2003@oao.biz,8 (087) 605-4719,Andijon,"пер. Мирный, д. 9/6",AA5803050,46349546734085,Qozoq,Ajrashgan,Yandex,Muhandis,Bakalavr,3055642.0,admin,2024-05-28
185,Rayhona,Raximova,Zulfiya,1994-11-26,Ayol,tvorimir_2020@oao.net,8 (415) 621-74-82,Buxoro,"алл. Смирнова, д. 484",AA9741023,59702483218544,Turkman,Ajrashgan,NBU,Hisobchi,Oliy,,oddiy,
186,Aziza,Saidova,Zafar,1970-01-19,Ayol,izmailnesterov@ip.info,+7 711 208 81 82,Andijon,"пр. Кузнечный, д. 386",AE3276119,34171641829413,O'zbek,Turmush qurgan,IT Park,Hisobchi,Magistr,7250729.0,admin,2021-05-01
187,Dilnoza,Ergasheva,Aziza,1957-12-07,Ayol,gostomisl_1988@ip.net,,Farg‘ona,"алл. Тюленина, д. 333 к. 7",AE9891837,68705191264521,Qirg'iz,Turmush qurgan,Agrobank,Menejer,Oliy,4962649.0,admin,2021-03-28
188,Zafar,Mamadaliyev,Islom,1977-10-03,Erkak,kira1973@ao.biz,8 (613) 807-73-29,Xiva,"пер. Центральный, д. 6/9",AA5072674,18679579894893,Qozoq,Ajrashgan,Yandex,Menejer,Magistr,10740031.0,premium,
189,Malika,Nazarova,Madina,1967-03-18,Ayol,varlaam_31@rambler.ru,+7 (252) 284-3513,Termiz,"наб. Поселковая, д. 4",AC5801356,13628705839227,O'zbek,Ajrashgan,EPAM,Menejer,Oliy,14240716.0,admin,2024-06-09
190,Baxtiyor,Aliyev,Malika,2007-07-18,Erkak,mishinalekse@ip.biz,+7 498 397 2529,Xiva,"алл. Аэродромная, д. 4",AE6994590,67192721731060,O'zbek,Ajrashgan,Artel,O‘qituvchi,Oliy,8451292.0,oddiy,2023-11-12
191,Ziyoda,Karimova,Dilmurod,2005-08-09,Ayol,trofimermakov@ao.net,8 (138) 215-9656,Navoiy,"бул. Пирогова, д. 326",,99487346425804,Tojik,Turmush qurgan,Ucell,Menejer,Oliy,13508364.0,admin,2022-08-27
192,Malika,Nazarova,Oybek,1956-03-11,Ayol,hpahomova@yandex.ru,+79332992165,Namangan,"наб. Волкова, д. 4 стр. 34",AE6519424,79787258493787,Rus,Ajrashgan,O‘zbekiston Temir Yo‘llari,Operator,Bakalavr,10834452.0,admin,2024-07-12
193,Baxtiyor,Ergashev,Zulfiya,1977-05-08,Erkak,ekaterina_2010@rostselmash.net,+73187339328,Termiz,"ш. Песчаное, д. 45",AF7287119,97665090810940,Qirg'iz,Ajrashgan,,Muhandis,Oliy,24877075.0,premium,2021-04-12
194,Dilnoza,,Oybek,2001-04-07,Ayol,avtonom_1972@mail.ru,+7 304 042 6846,Jizzax,"бул. Гастелло, д. 692 к. 58",AC3824546,58961964384084,Qirg'iz,Uylanmagan,Yandex,Menejer,Oliy,17061730.0,oddiy,2020-09-05
195,Nilufar,Raximova,Aziza,1967-12-11,Ayol,efimkononov@oao.org,+7 868 432 8617,Termiz,"пр. Бажова, д. 1/5 стр. 1",AE7572656,15612691852317,Qirg'iz,Uylanmagan,,Operator,Oliy,4947897.0,oddiy,2024-11-11
196,Oybek,Nazarov,Zafar,,Erkak,uvarovamarina@yahoo.com,+7 634 297 5772,Termiz,"пр. Пограничный, д. 578 стр. 1",AC7595216,26523716055637,Qirg'iz,Uylanmagan,Artel,Muhandis,Oliy,,premium,2020-07-07
197,,Yusupov,Oybek,1971-07-06,Erkak,kulaginsidor@rao.edu,+7 (652) 954-3625,Navoiy,"алл. Дружбы, д. 980 к. 97",AD6552758,44298075869603,O'zbek,Turmush qurgan,Yandex,Menejer,Bakalavr,20027215.0,admin,2022-08-01
198,Rayhona,Xudoyberdiyeva,Gulbahor,1985-01-18,Ayol,bojan_83@hotmail.com,+77099472614,Andijon,"пер. Крымский, д. 59 к. 23",AD8348996,65621040925438,Turkman,Ajrashgan,UZTELECOM,Direktor,Oliy,12206310.0,oddiy,2024-09-18
199,Jasur,Aliyev,Ziyoda,1969-06-06,Erkak,ykotov@oao.com,+7 072 052 86 08,Andijon,"бул. Короленко, д. 55",AB3573558,34265211814816,Qirg'iz,Ajrashgan,Beeline,Operator,Magistr,25267482.0,premium,2021-06-15
200,Baxtiyor,Nazarov,Jasur,1968-05-21,Erkak,agap_1977@sitnikova.edu,+7 (486) 178-9827,Termiz,"наб. Спортивная, д. 7/8 стр. 7/8",AA2738965,45425762079230,Tojik,Turmush qurgan,,Operator,Magistr,12956215.0,admin,2024-11-19
201,Oybek,Nazarov,Rayhona,1994-11-04,Erkak,,+7 095 321 52 99,Andijon,"бул. Новоселов, д. 7",AD1845955,48059679335294,Qozoq,Ajrashgan,EPAM,Operator,Bakalavr,29343601.0,admin,2020-01-29
